Player,Game,Score,Accuracy,PlayTimeMinutes,SkillTier
KongKiller,Donkey Kong,117418,73,39,Pro Gamer
KongKiller,Frogger,57345,62,37,Casual
BlipBlop,Pac-Man,92533,80,44,Pro Gamer
RetroRider,Pac-Man,68649,60,25,Casual
SegaSam,Donkey Kong,47520,82,17,Casual
BlipBlop,Galaga,58240,89,5,Casual
SegaSam,Frogger,60577,73,23,Casual
BlipBlop,Pac-Man,13547,93,10,Novice
KongKiller,Pac-Man,118335,96,31,Pro Gamer
SegaSam,Pac-Man,122892,77,25,Grandmaster
ChompQueen,Space Invaders,68229,92,10,Casual
ChompQueen,Space Invaders,132492,84,20,Grandmaster
BlipBlop,Donkey Kong,28861,94,11,Novice
KongKiller,Space Invaders,41756,61,41,Casual
ChompQueen,Frogger,148353,65,23,Grandmaster
PixelPete,Pac-Man,146706,72,5,Grandmaster
NeoGeo,Galaga,81445,86,32,Pro Gamer
SegaSam,Donkey Kong,36329,93,30,Casual
BlipBlop,Galaga,111306,67,27,Pro Gamer
BlipBlop,Space Invaders,95448,94,31,Pro Gamer
ChompQueen,Frogger,104708,73,21,Pro Gamer
RetroRider,Donkey Kong,33581,64,41,Casual
ChompQueen,Pac-Man,71987,93,2,Casual
PixelPete,Pac-Man,102570,65,24,Pro Gamer
SegaSam,Galaga,32535,71,43,Casual
SegaSam,Donkey Kong,34292,88,39,Casual
PixelPete,Donkey Kong,59653,87,37,Casual
BlipBlop,Space Invaders,26068,92,26,Novice
SegaSam,Donkey Kong,75775,81,30,Casual
SegaSam,Donkey Kong,43263,100,35,Casual
SegaSam,Frogger,108153,65,11,Pro Gamer
BlipBlop,Pac-Man,74344,86,34,Casual
KongKiller,Space Invaders,76030,60,13,Casual
PixelPete,Space Invaders,121020,82,39,Grandmaster
RetroRider,Galaga,69753,89,37,Casual
NeoGeo,Frogger,140165,98,20,Grandmaster
SegaSam,Donkey Kong,122408,90,26,Grandmaster
RetroRider,Donkey Kong,122352,61,37,Grandmaster
ChompQueen,Pac-Man,82676,84,11,Pro Gamer
NeoGeo,Pac-Man,121473,77,4,Grandmaster
BlipBlop,Galaga,118356,80,25,Pro Gamer
NeoGeo,Donkey Kong,107902,63,5,Pro Gamer
NeoGeo,Space Invaders,135911,98,2,Grandmaster
ChompQueen,Galaga,25217,79,4,Novice
ChompQueen,Donkey Kong,141657,96,29,Grandmaster
BlipBlop,Space Invaders,37486,97,7,Casual
SegaSam,Donkey Kong,81717,66,43,Pro Gamer
ChompQueen,Frogger,31484,69,42,Casual
ChompQueen,Space Invaders,67746,90,43,Casual
RetroRider,Pac-Man,105560,88,19,Pro Gamer
BlipBlop,Frogger,35761,85,17,Casual
KongKiller,Pac-Man,18524,85,31,Novice
ChompQueen,Pac-Man,95690,93,44,Pro Gamer
BlipBlop,Galaga,149206,68,18,Grandmaster
PixelPete,Donkey Kong,111135,89,31,Pro Gamer
KongKiller,Donkey Kong,8653,63,2,Novice
RetroRider,Frogger,13425,74,28,Novice
BlipBlop,Donkey Kong,56422,83,13,Casual
NeoGeo,Space Invaders,82759,77,21,Pro Gamer
ChompQueen,Donkey Kong,69676,84,40,Casual
NeoGeo,Galaga,85734,71,9,Pro Gamer
ChompQueen,Galaga,20566,96,33,Novice
BlipBlop,Frogger,6675,88,28,Novice
BlipBlop,Donkey Kong,14010,85,5,Novice
RetroRider,Frogger,138523,84,22,Grandmaster
KongKiller,Space Invaders,34615,64,13,Casual
SegaSam,Space Invaders,9324,71,41,Novice
RetroRider,Pac-Man,121480,83,3,Grandmaster
KongKiller,Space Invaders,138805,71,25,Grandmaster
PixelPete,Frogger,32571,64,32,Casual
PixelPete,Space Invaders,136801,65,44,Grandmaster
RetroRider,Space Invaders,105209,92,33,Pro Gamer
RetroRider,Pac-Man,122154,69,4,Grandmaster
SegaSam,Space Invaders,130376,61,4,Grandmaster
ChompQueen,Galaga,121393,80,36,Grandmaster
KongKiller,Donkey Kong,87380,83,7,Pro Gamer
PixelPete,Space Invaders,153506,80,3,Grandmaster
NeoGeo,Pac-Man,91523,63,17,Pro Gamer
BlipBlop,Frogger,25357,92,39,Novice
NeoGeo,Pac-Man,104223,72,44,Pro Gamer
SegaSam,Frogger,140359,89,9,Grandmaster
ChompQueen,Galaga,83862,72,11,Pro Gamer
RetroRider,Space Invaders,137047,69,34,Grandmaster
BlipBlop,Space Invaders,13941,84,43,Novice
KongKiller,Donkey Kong,117622,73,12,Pro Gamer
KongKiller,Galaga,31724,93,23,Casual
KongKiller,Galaga,104710,96,16,Pro Gamer
SegaSam,Pac-Man,57138,94,12,Casual
PixelPete,Galaga,138972,87,34,Grandmaster
ChompQueen,Space Invaders,109152,72,45,Pro Gamer
BlipBlop,Galaga,24513,74,4,Novice
ChompQueen,Galaga,33779,70,30,Casual
ChompQueen,Pac-Man,79002,78,25,Casual
KongKiller,Donkey Kong,34770,72,30,Casual
SegaSam,Frogger,93264,85,30,Pro Gamer
ChompQueen,Frogger,20279,100,23,Novice
SegaSam,Galaga,138722,80,16,Grandmaster
NeoGeo,Donkey Kong,100658,77,15,Pro Gamer
KongKiller,Donkey Kong,148718,100,8,Grandmaster
KongKiller,Galaga,55665,71,33,Casual
KongKiller,Space Invaders,148200,62,8,Grandmaster
KongKiller,Frogger,36515,88,5,Casual
PixelPete,Pac-Man,92250,66,35,Pro Gamer
RetroRider,Frogger,124995,92,30,Grandmaster
BlipBlop,Pac-Man,139346,78,40,Grandmaster
ChompQueen,Pac-Man,123770,89,15,Grandmaster
NeoGeo,Frogger,78834,77,21,Casual
KongKiller,Pac-Man,151621,69,42,Grandmaster
SegaSam,Pac-Man,50505,67,28,Casual
PixelPete,Donkey Kong,24365,74,16,Novice
BlipBlop,Galaga,92231,80,26,Pro Gamer
ChompQueen,Donkey Kong,131757,96,13,Grandmaster
PixelPete,Donkey Kong,10390,90,30,Novice
NeoGeo,Space Invaders,18102,71,31,Novice
RetroRider,Space Invaders,123197,63,28,Grandmaster
RetroRider,Frogger,71685,66,17,Casual
KongKiller,Pac-Man,50503,91,23,Casual
BlipBlop,Pac-Man,110766,86,6,Pro Gamer
PixelPete,Donkey Kong,25112,93,12,Novice
KongKiller,Space Invaders,154185,91,28,Grandmaster
NeoGeo,Galaga,137976,79,39,Grandmaster
BlipBlop,Frogger,41570,82,2,Casual
RetroRider,Galaga,125185,93,17,Grandmaster
RetroRider,Pac-Man,125703,96,37,Grandmaster
BlipBlop,Donkey Kong,59563,80,42,Casual
SegaSam,Space Invaders,77378,81,26,Casual
RetroRider,Space Invaders,141072,81,28,Grandmaster
RetroRider,Pac-Man,103614,100,10,Pro Gamer
RetroRider,Donkey Kong,31889,76,5,Casual
SegaSam,Pac-Man,44701,94,18,Casual
NeoGeo,Frogger,138959,93,2,Grandmaster
KongKiller,Frogger,147759,66,16,Grandmaster
BlipBlop,Galaga,51903,67,35,Casual
KongKiller,Galaga,11959,72,5,Novice
ChompQueen,Galaga,123582,73,13,Grandmaster
RetroRider,Frogger,55552,95,23,Casual
PixelPete,Space Invaders,13835,81,19,Novice
NeoGeo,Donkey Kong,128852,86,2,Grandmaster
BlipBlop,Galaga,78698,77,31,Casual
KongKiller,Space Invaders,56180,92,13,Casual
KongKiller,Pac-Man,98060,79,46,Pro Gamer
SegaSam,Pac-Man,147227,90,11,Grandmaster
NeoGeo,Donkey Kong,130101,90,23,Grandmaster
ChompQueen,Frogger,70725,63,23,Casual
ChompQueen,Galaga,117630,93,18,Pro Gamer
KongKiller,Frogger,80261,68,25,Pro Gamer
KongKiller,Galaga,137602,73,29,Grandmaster
RetroRider,Frogger,90747,70,9,Pro Gamer
SegaSam,Space Invaders,13116,82,34,Novice
PixelPete,Donkey Kong,45420,90,15,Casual
RetroRider,Galaga,113430,99,26,Pro Gamer
RetroRider,Donkey Kong,92819,87,23,Pro Gamer
NeoGeo,Pac-Man,135077,88,27,Grandmaster
NeoGeo,Pac-Man,145564,67,18,Grandmaster
BlipBlop,Pac-Man,124696,84,25,Grandmaster
BlipBlop,Frogger,12393,60,35,Novice
NeoGeo,Pac-Man,120329,73,21,Grandmaster
NeoGeo,Space Invaders,13302,73,43,Novice
NeoGeo,Donkey Kong,67603,67,29,Casual
NeoGeo,Space Invaders,11887,96,7,Novice
RetroRider,Frogger,19722,83,31,Novice
SegaSam,Donkey Kong,153592,88,27,Grandmaster
SegaSam,Donkey Kong,143072,68,45,Grandmaster
SegaSam,Galaga,128468,84,29,Grandmaster
KongKiller,Pac-Man,120283,89,23,Grandmaster
KongKiller,Pac-Man,14919,63,18,Novice
KongKiller,Donkey Kong,15261,70,2,Novice
BlipBlop,Pac-Man,32222,93,25,Casual
NeoGeo,Space Invaders,37284,81,11,Casual
BlipBlop,Galaga,49702,79,16,Casual
ChompQueen,Frogger,32105,86,6,Casual
RetroRider,Galaga,121602,70,38,Grandmaster
KongKiller,Pac-Man,36973,67,2,Casual
SegaSam,Frogger,78797,96,16,Casual
ChompQueen,Frogger,117477,95,5,Pro Gamer
PixelPete,Space Invaders,65095,64,31,Casual
BlipBlop,Galaga,23711,87,35,Novice
SegaSam,Donkey Kong,57524,82,19,Casual
KongKiller,Space Invaders,56438,74,18,Casual
ChompQueen,Frogger,127335,91,7,Grandmaster
RetroRider,Frogger,99479,63,7,Pro Gamer
KongKiller,Frogger,55878,92,5,Casual
BlipBlop,Galaga,102238,97,6,Pro Gamer
RetroRider,Donkey Kong,66286,66,18,Casual
NeoGeo,Pac-Man,132388,67,12,Grandmaster
RetroRider,Pac-Man,48223,60,22,Casual
NeoGeo,Galaga,121479,63,16,Grandmaster
PixelPete,Space Invaders,19994,86,22,Novice
ChompQueen,Frogger,108324,70,46,Pro Gamer
RetroRider,Donkey Kong,32126,67,23,Casual
SegaSam,Galaga,32473,68,24,Casual
NeoGeo,Frogger,63354,65,43,Casual
RetroRider,Frogger,76123,82,12,Casual
SegaSam,Space Invaders,34660,95,4,Casual
KongKiller,Frogger,106383,85,33,Pro Gamer
RetroRider,Frogger,150399,76,27,Grandmaster
KongKiller,Frogger,64669,68,36,Casual
ChompQueen,Frogger,147699,90,24,Grandmaster
BlipBlop,Frogger,117079,63,43,Pro Gamer
KongKiller,Frogger,48847,79,38,Casual
RetroRider,Pac-Man,37279,61,21,Casual
SegaSam,Frogger,13329,80,42,Novice
KongKiller,Galaga,69743,77,11,Casual
ChompQueen,Donkey Kong,21309,94,44,Novice
RetroRider,Pac-Man,100427,97,15,Pro Gamer
BlipBlop,Galaga,81011,99,7,Pro Gamer
NeoGeo,Space Invaders,78601,63,9,Casual
KongKiller,Donkey Kong,78115,62,2,Casual
ChompQueen,Frogger,123337,66,31,Grandmaster
NeoGeo,Galaga,146915,95,34,Grandmaster
PixelPete,Galaga,128073,89,38,Grandmaster
SegaSam,Space Invaders,12105,67,21,Novice
ChompQueen,Frogger,121736,90,35,Grandmaster
PixelPete,Donkey Kong,126940,97,23,Grandmaster
NeoGeo,Frogger,74722,89,21,Casual
KongKiller,Galaga,120572,63,36,Grandmaster
KongKiller,Space Invaders,34051,75,45,Casual
KongKiller,Donkey Kong,105961,61,10,Pro Gamer
BlipBlop,Donkey Kong,119549,95,22,Pro Gamer
SegaSam,Galaga,35160,92,23,Casual
KongKiller,Donkey Kong,92541,69,44,Pro Gamer
BlipBlop,Space Invaders,102042,90,42,Pro Gamer
ChompQueen,Donkey Kong,22434,78,34,Novice
ChompQueen,Donkey Kong,131359,78,7,Grandmaster
ChompQueen,Frogger,13078,61,33,Novice
SegaSam,Donkey Kong,12159,90,44,Novice
NeoGeo,Space Invaders,28558,81,24,Novice
RetroRider,Galaga,127233,97,7,Grandmaster
RetroRider,Frogger,68532,98,6,Casual
RetroRider,Galaga,29611,100,3,Novice
SegaSam,Donkey Kong,6972,84,39,Novice
NeoGeo,Pac-Man,46673,97,23,Casual
KongKiller,Frogger,150859,80,24,Grandmaster
SegaSam,Galaga,34787,77,23,Casual
KongKiller,Donkey Kong,90748,83,42,Pro Gamer
ChompQueen,Donkey Kong,32839,67,9,Casual
ChompQueen,Galaga,15414,64,39,Novice
PixelPete,Pac-Man,113854,91,17,Pro Gamer
SegaSam,Pac-Man,56752,89,42,Casual
KongKiller,Frogger,98953,93,32,Pro Gamer
RetroRider,Donkey Kong,61965,81,15,Casual
BlipBlop,Galaga,138147,78,20,Grandmaster
NeoGeo,Space Invaders,81499,96,21,Pro Gamer
KongKiller,Pac-Man,121953,72,13,Grandmaster
BlipBlop,Frogger,40317,64,16,Casual
KongKiller,Pac-Man,132430,81,3,Grandmaster
BlipBlop,Pac-Man,144705,79,2,Grandmaster
RetroRider,Frogger,126876,76,34,Grandmaster
RetroRider,Galaga,55236,62,39,Casual
RetroRider,Galaga,21452,84,20,Novice
ChompQueen,Donkey Kong,147434,84,27,Grandmaster
BlipBlop,Space Invaders,111877,63,11,Pro Gamer
RetroRider,Galaga,53650,73,36,Casual
RetroRider,Galaga,61994,83,12,Casual
NeoGeo,Galaga,109199,68,7,Pro Gamer
PixelPete,Pac-Man,118190,83,36,Pro Gamer
KongKiller,Galaga,98250,96,18,Pro Gamer
PixelPete,Donkey Kong,78283,75,14,Casual
PixelPete,Frogger,8427,68,25,Novice
KongKiller,Galaga,89080,78,10,Pro Gamer
ChompQueen,Frogger,65679,100,2,Casual
SegaSam,Pac-Man,91440,98,36,Pro Gamer
RetroRider,Galaga,56508,80,5,Casual
BlipBlop,Frogger,154054,96,19,Grandmaster
KongKiller,Space Invaders,69913,83,18,Casual
KongKiller,Space Invaders,118622,68,5,Pro Gamer
NeoGeo,Space Invaders,33441,87,11,Casual
NeoGeo,Pac-Man,146463,81,41,Grandmaster
KongKiller,Space Invaders,130734,96,19,Grandmaster
NeoGeo,Donkey Kong,131196,63,5,Grandmaster
KongKiller,Space Invaders,53754,96,33,Casual
KongKiller,Galaga,67418,69,37,Casual
RetroRider,Space Invaders,73449,78,26,Casual
RetroRider,Pac-Man,48195,97,11,Casual
NeoGeo,Frogger,139324,90,21,Grandmaster
SegaSam,Galaga,72720,75,10,Casual
KongKiller,Space Invaders,115015,67,41,Pro Gamer
ChompQueen,Pac-Man,46877,76,26,Casual
ChompQueen,Pac-Man,24891,70,13,Novice
BlipBlop,Pac-Man,141357,100,8,Grandmaster
NeoGeo,Pac-Man,84742,76,14,Pro Gamer
SegaSam,Space Invaders,48758,63,27,Casual
KongKiller,Donkey Kong,63422,89,13,Casual
KongKiller,Pac-Man,14592,79,21,Novice
PixelPete,Donkey Kong,93685,77,21,Pro Gamer
PixelPete,Frogger,34735,63,25,Casual
ChompQueen,Galaga,73455,63,31,Casual
ChompQueen,Pac-Man,83496,63,19,Pro Gamer
KongKiller,Donkey Kong,129975,89,24,Grandmaster
RetroRider,Galaga,131431,91,38,Grandmaster
SegaSam,Galaga,9736,73,15,Novice
RetroRider,Frogger,45237,62,44,Casual
BlipBlop,Space Invaders,45968,63,27,Casual
BlipBlop,Donkey Kong,6224,61,23,Novice
NeoGeo,Frogger,132696,88,18,Grandmaster
KongKiller,Pac-Man,32589,72,26,Casual
BlipBlop,Pac-Man,6535,93,31,Novice
RetroRider,Galaga,98513,70,20,Pro Gamer
PixelPete,Donkey Kong,66028,92,32,Casual
SegaSam,Pac-Man,146613,70,29,Grandmaster
BlipBlop,Donkey Kong,76595,86,34,Casual
PixelPete,Space Invaders,112015,71,37,Pro Gamer
BlipBlop,Pac-Man,125928,69,30,Grandmaster
PixelPete,Donkey Kong,136884,78,18,Grandmaster
BlipBlop,Galaga,22255,92,35,Novice
ChompQueen,Galaga,113267,73,36,Pro Gamer
PixelPete,Donkey Kong,118972,83,27,Pro Gamer
NeoGeo,Space Invaders,66452,78,28,Casual
PixelPete,Galaga,41431,67,18,Casual
ChompQueen,Donkey Kong,45399,72,14,Casual
ChompQueen,Frogger,81424,63,43,Pro Gamer
NeoGeo,Galaga,151202,61,44,Grandmaster
BlipBlop,Donkey Kong,37704,75,30,Casual
RetroRider,Frogger,116553,83,28,Pro Gamer
BlipBlop,Galaga,65369,63,36,Casual
PixelPete,Space Invaders,100505,88,34,Pro Gamer
PixelPete,Frogger,150277,68,32,Grandmaster
ChompQueen,Galaga,142551,91,18,Grandmaster
ChompQueen,Donkey Kong,122753,88,28,Grandmaster
BlipBlop,Pac-Man,108075,68,34,Pro Gamer
PixelPete,Space Invaders,62093,73,6,Casual
RetroRider,Galaga,19042,84,39,Novice
SegaSam,Donkey Kong,94964,76,41,Pro Gamer
BlipBlop,Space Invaders,115961,76,22,Pro Gamer
ChompQueen,Donkey Kong,93558,95,7,Pro Gamer
NeoGeo,Donkey Kong,71773,95,31,Casual
PixelPete,Galaga,39886,71,10,Casual
KongKiller,Pac-Man,93238,66,43,Pro Gamer
ChompQueen,Galaga,29302,86,21,Novice
ChompQueen,Pac-Man,14188,97,31,Novice
NeoGeo,Frogger,131871,72,13,Grandmaster
KongKiller,Frogger,25849,88,34,Novice
SegaSam,Galaga,15253,77,39,Novice
NeoGeo,Frogger,28869,64,38,Novice
PixelPete,Space Invaders,68248,96,33,Casual
RetroRider,Frogger,58137,91,20,Casual
ChompQueen,Frogger,148334,60,39,Grandmaster
KongKiller,Space Invaders,48850,77,23,Casual
ChompQueen,Galaga,118316,73,46,Pro Gamer
ChompQueen,Pac-Man,142287,99,3,Grandmaster
BlipBlop,Pac-Man,95755,78,18,Pro Gamer
PixelPete,Galaga,105326,76,27,Pro Gamer
PixelPete,Space Invaders,75712,79,31,Casual
PixelPete,Galaga,29016,74,2,Novice
PixelPete,Space Invaders,10029,66,7,Novice
PixelPete,Space Invaders,74132,65,37,Casual
KongKiller,Galaga,21419,66,15,Novice
ChompQueen,Frogger,53584,78,25,Casual
BlipBlop,Space Invaders,31809,73,24,Casual
RetroRider,Donkey Kong,114036,89,9,Pro Gamer
RetroRider,Frogger,40999,67,42,Casual
NeoGeo,Donkey Kong,31417,78,27,Casual
ChompQueen,Space Invaders,104412,85,40,Pro Gamer
ChompQueen,Pac-Man,16750,62,37,Novice
NeoGeo,Frogger,51135,87,27,Casual
KongKiller,Galaga,85155,64,37,Pro Gamer
BlipBlop,Donkey Kong,16210,86,4,Novice
PixelPete,Galaga,52454,90,44,Casual
KongKiller,Frogger,80704,71,34,Pro Gamer
PixelPete,Frogger,99698,85,40,Pro Gamer
ChompQueen,Frogger,72343,81,22,Casual
BlipBlop,Frogger,41951,70,8,Casual
SegaSam,Space Invaders,49305,62,29,Casual
SegaSam,Space Invaders,24459,65,19,Novice
SegaSam,Frogger,144325,95,30,Grandmaster
BlipBlop,Donkey Kong,154592,97,14,Grandmaster
RetroRider,Frogger,68475,99,20,Casual
PixelPete,Donkey Kong,118711,77,46,Pro Gamer
KongKiller,Space Invaders,84805,81,21,Pro Gamer
SegaSam,Space Invaders,67154,65,16,Casual
KongKiller,Donkey Kong,94234,99,14,Pro Gamer
ChompQueen,Galaga,114592,83,3,Pro Gamer
BlipBlop,Donkey Kong,79397,81,22,Casual
ChompQueen,Frogger,133441,75,7,Grandmaster
NeoGeo,Space Invaders,29995,97,36,Novice
SegaSam,Pac-Man,119776,75,20,Pro Gamer
KongKiller,Frogger,104674,62,11,Pro Gamer
BlipBlop,Galaga,125639,97,45,Grandmaster
PixelPete,Pac-Man,87989,99,44,Pro Gamer
BlipBlop,Space Invaders,125974,66,5,Grandmaster
KongKiller,Galaga,7132,60,23,Novice
NeoGeo,Space Invaders,57045,74,41,Casual
RetroRider,Pac-Man,112624,62,33,Pro Gamer
PixelPete,Space Invaders,90017,95,6,Pro Gamer
BlipBlop,Donkey Kong,56661,90,19,Casual
BlipBlop,Donkey Kong,113979,98,24,Pro Gamer
KongKiller,Space Invaders,115465,63,30,Pro Gamer
PixelPete,Frogger,75858,65,10,Casual
RetroRider,Galaga,126306,94,46,Grandmaster
PixelPete,Frogger,69883,60,5,Casual
BlipBlop,Space Invaders,54237,62,15,Casual
PixelPete,Space Invaders,59983,80,26,Casual
NeoGeo,Galaga,77897,75,11,Casual
ChompQueen,Space Invaders,13418,90,33,Novice
KongKiller,Donkey Kong,47786,89,41,Casual
KongKiller,Galaga,70844,61,32,Casual
SegaSam,Frogger,122897,74,27,Grandmaster
NeoGeo,Pac-Man,39887,97,36,Casual
SegaSam,Frogger,63954,94,31,Casual
KongKiller,Donkey Kong,66672,93,44,Casual
RetroRider,Donkey Kong,62902,82,17,Casual
PixelPete,Pac-Man,43443,70,33,Casual
ChompQueen,Donkey Kong,122776,74,43,Grandmaster
ChompQueen,Pac-Man,33911,67,13,Casual
NeoGeo,Donkey Kong,70052,84,11,Casual
ChompQueen,Frogger,91184,79,17,Pro Gamer
SegaSam,Pac-Man,26401,89,24,Novice
BlipBlop,Frogger,51514,96,29,Casual
NeoGeo,Donkey Kong,128856,81,21,Grandmaster
KongKiller,Pac-Man,148722,96,30,Grandmaster
BlipBlop,Frogger,82309,64,30,Pro Gamer
PixelPete,Galaga,63833,88,22,Casual
PixelPete,Frogger,31587,82,13,Casual
KongKiller,Space Invaders,89994,72,42,Pro Gamer
ChompQueen,Donkey Kong,48492,86,38,Casual
ChompQueen,Donkey Kong,30386,64,7,Casual
RetroRider,Galaga,148886,81,21,Grandmaster
RetroRider,Frogger,133975,67,5,Grandmaster
SegaSam,Frogger,141107,90,19,Grandmaster
ChompQueen,Pac-Man,110168,78,39,Pro Gamer
RetroRider,Space Invaders,43735,72,24,Casual
KongKiller,Pac-Man,101004,97,18,Pro Gamer
KongKiller,Pac-Man,127029,89,41,Grandmaster
NeoGeo,Frogger,137982,91,6,Grandmaster
RetroRider,Pac-Man,64507,71,41,Casual
RetroRider,Galaga,5165,90,22,Novice
PixelPete,Galaga,9538,83,29,Novice
RetroRider,Frogger,44698,83,11,Casual
ChompQueen,Frogger,131131,68,24,Grandmaster
RetroRider,Space Invaders,61842,91,30,Casual
RetroRider,Galaga,39452,69,27,Casual
NeoGeo,Space Invaders,74483,60,16,Casual
RetroRider,Frogger,118641,66,18,Pro Gamer
NeoGeo,Galaga,76243,85,5,Casual
BlipBlop,Donkey Kong,51301,99,29,Casual
SegaSam,Galaga,48692,72,15,Casual
ChompQueen,Donkey Kong,10984,69,21,Novice
ChompQueen,Pac-Man,146427,60,24,Grandmaster
ChompQueen,Space Invaders,12451,69,13,Novice
ChompQueen,Donkey Kong,82327,80,31,Pro Gamer
BlipBlop,Pac-Man,79455,82,20,Casual
KongKiller,Pac-Man,37878,84,38,Casual
PixelPete,Space Invaders,58589,95,42,Casual
KongKiller,Frogger,105035,93,41,Pro Gamer
PixelPete,Space Invaders,78551,80,37,Casual
BlipBlop,Space Invaders,40291,89,21,Casual
RetroRider,Galaga,101900,69,25,Pro Gamer
KongKiller,Donkey Kong,89199,68,8,Pro Gamer
RetroRider,Galaga,19121,99,32,Novice
RetroRider,Frogger,93939,68,34,Pro Gamer
PixelPete,Space Invaders,116507,76,24,Pro Gamer
ChompQueen,Pac-Man,59252,63,29,Casual
RetroRider,Space Invaders,153330,78,20,Grandmaster
ChompQueen,Donkey Kong,79785,88,35,Casual
BlipBlop,Pac-Man,89448,96,13,Pro Gamer
SegaSam,Donkey Kong,86864,76,13,Pro Gamer
KongKiller,Galaga,28703,78,18,Novice
PixelPete,Donkey Kong,49289,90,15,Casual
SegaSam,Galaga,64817,67,23,Casual
NeoGeo,Space Invaders,43815,81,28,Casual
KongKiller,Donkey Kong,72786,77,46,Casual
SegaSam,Galaga,42409,80,38,Casual
RetroRider,Frogger,74841,98,37,Casual
KongKiller,Galaga,56496,69,32,Casual
ChompQueen,Frogger,24180,72,23,Novice
RetroRider,Galaga,30099,68,40,Casual
ChompQueen,Galaga,19649,71,2,Novice
KongKiller,Donkey Kong,140759,91,17,Grandmaster
PixelPete,Pac-Man,152033,63,3,Grandmaster
SegaSam,Galaga,125090,96,16,Grandmaster
SegaSam,Galaga,94767,63,21,Pro Gamer
BlipBlop,Space Invaders,19237,96,19,Novice
KongKiller,Frogger,130152,64,45,Grandmaster
KongKiller,Donkey Kong,65873,69,9,Casual
RetroRider,Donkey Kong,39675,99,18,Casual
RetroRider,Donkey Kong,33306,71,12,Casual
BlipBlop,Donkey Kong,139992,90,8,Grandmaster
RetroRider,Frogger,34752,91,19,Casual
SegaSam,Frogger,19006,94,14,Novice
SegaSam,Donkey Kong,29877,66,28,Novice
SegaSam,Donkey Kong,77365,71,38,Casual
ChompQueen,Frogger,35120,66,25,Casual
RetroRider,Donkey Kong,105683,74,46,Pro Gamer
SegaSam,Donkey Kong,29687,69,26,Novice
NeoGeo,Space Invaders,132273,93,14,Grandmaster
PixelPete,Pac-Man,135234,90,10,Grandmaster
NeoGeo,Frogger,66614,85,5,Casual
NeoGeo,Pac-Man,18804,83,31,Novice
KongKiller,Frogger,86772,73,33,Pro Gamer
KongKiller,Space Invaders,46636,67,18,Casual
SegaSam,Donkey Kong,140792,87,23,Grandmaster
ChompQueen,Galaga,138145,67,29,Grandmaster
NeoGeo,Frogger,93942,78,13,Pro Gamer
ChompQueen,Galaga,22388,81,4,Novice
KongKiller,Frogger,151112,80,6,Grandmaster
BlipBlop,Donkey Kong,40056,100,10,Casual
PixelPete,Frogger,36320,84,9,Casual
SegaSam,Space Invaders,68420,87,19,Casual
RetroRider,Space Invaders,151276,65,36,Grandmaster
NeoGeo,Pac-Man,147104,75,2,Grandmaster
KongKiller,Galaga,80719,69,39,Pro Gamer
BlipBlop,Pac-Man,53797,88,41,Casual
ChompQueen,Pac-Man,34519,93,35,Casual
SegaSam,Donkey Kong,90678,92,43,Pro Gamer
PixelPete,Space Invaders,108657,99,26,Pro Gamer
PixelPete,Frogger,83381,95,32,Pro Gamer
KongKiller,Frogger,66801,63,11,Casual
NeoGeo,Frogger,64920,84,24,Casual
PixelPete,Space Invaders,34423,62,32,Casual
RetroRider,Pac-Man,121618,72,3,Grandmaster
SegaSam,Galaga,29364,70,41,Novice
KongKiller,Pac-Man,83749,71,25,Pro Gamer
RetroRider,Pac-Man,57778,92,45,Casual
ChompQueen,Frogger,139228,90,29,Grandmaster
KongKiller,Galaga,73865,77,7,Casual
BlipBlop,Space Invaders,87055,93,46,Pro Gamer
RetroRider,Frogger,114774,96,7,Pro Gamer
NeoGeo,Galaga,68567,72,25,Casual
RetroRider,Space Invaders,35775,90,6,Casual
KongKiller,Pac-Man,47513,61,40,Casual
KongKiller,Galaga,135563,64,46,Grandmaster
KongKiller,Galaga,119192,70,21,Pro Gamer
ChompQueen,Space Invaders,15925,66,46,Novice
NeoGeo,Space Invaders,144778,81,24,Grandmaster
SegaSam,Donkey Kong,107223,70,28,Pro Gamer
RetroRider,Pac-Man,87140,64,11,Pro Gamer
PixelPete,Donkey Kong,40828,75,11,Casual
NeoGeo,Donkey Kong,41161,67,22,Casual
RetroRider,Pac-Man,18742,95,20,Novice
BlipBlop,Pac-Man,56293,69,37,Casual
PixelPete,Space Invaders,83542,78,46,Pro Gamer
PixelPete,Galaga,18943,61,19,Novice
ChompQueen,Pac-Man,21427,81,14,Novice
KongKiller,Pac-Man,103317,89,27,Pro Gamer
SegaSam,Space Invaders,99306,95,44,Pro Gamer
KongKiller,Space Invaders,22585,93,36,Novice
KongKiller,Space Invaders,10268,96,17,Novice
SegaSam,Space Invaders,23169,69,43,Novice
BlipBlop,Frogger,39422,61,25,Casual
NeoGeo,Galaga,45604,63,38,Casual
SegaSam,Galaga,14690,87,36,Novice
KongKiller,Galaga,103735,92,14,Pro Gamer
RetroRider,Space Invaders,22764,98,41,Novice
NeoGeo,Frogger,109279,62,28,Pro Gamer
SegaSam,Donkey Kong,110024,84,11,Pro Gamer
PixelPete,Frogger,34953,93,40,Casual
RetroRider,Frogger,22431,75,45,Novice
ChompQueen,Space Invaders,84109,68,46,Pro Gamer
PixelPete,Galaga,63184,62,37,Casual
